SEARCHVAL,coordinates,Nearest School,Neareset School Coordinates,Nearest School Distance,Raffles MRT Coords,Time To City,Nearest Malls,Nearest Mall Distance,Nearest MRT,Nearest MRT Distance,Original Nameds
411 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650411,"1.36411808978519,103.746019995285",SAINT ANTHONY'S PRIMARY SCHOOL,"1.36411948475833,103.749251919049",434,"1.28393326234538,103.851463066212",39.03333333,KEAT HONG SHOPPING CENTRE,2137,BUKIT GOMBAK MRT STATION (NS3),1166,411 BT BATOK WEST AVE 4
411 COMMONWEALTH AVENUE WEST SINGAPORE 120411,"1.31087920188873,103.769572621889",PEI TONG PRIMARY SCHOOL,"1.31619786415976,103.767599818844",942,"1.28393326234538,103.851463066212",24,321 CLEMENTI,790,CLEMENTI MRT STATION (EW23),839,411 C'WEALTH AVE WEST
411 CHOA CHU KANG AVENUE 3 SINGAPORE 680411,"1.38105980228791,103.741260166437",CHUA CHU KANG PRIMARY SCHOOL,"1.37775890093367,103.741832917421",514,"1.28393326234538,103.851463066212",45.61666667,SUNSHINE PLACE,552,CHOA CHU KANG MRT STATION (NS4),799,411 CHOA CHU KANG AVE 3
411 EUNOS ROAD 5 SINGAPORE 400411,"1.31859419589813,103.899680218483",HAIG GIRLS' SCHOOL,"1.31194344271383,103.902902557195",995,"1.28393326234538,103.851463066212",18.45,SINGAPORE POST CENTRE,857,EUNOS MRT STATION (EW7),543,411 EUNOS RD 5
411 HOUGANG AVENUE 10 SINGAPORE 530411,"1.37409413946214,103.895312625321",CHIJ OUR LADY OF THE NATIVITY,"1.37330297140128,103.897575728303",660,"1.28393326234538,103.851463066212",32.8,HOUGANG MALL,302,HOUGANG MRT STATION (NE14),796,411 HOUGANG AVE 10
411 JURONG WEST STREET 42 SINGAPORE 640411,"1.35372257124031,103.725202727545",SHUQUN PRIMARY SCHOOL,"1.34765311431632,103.721523713379",1331,"1.28393326234538,103.851463066212",41.3,BOON LAY SHOPPING CENTRE,2126,LAKESIDE MRT STATION (EW26),1830,411 JURONG WEST ST 42
411 PANDAN GARDENS SINGAPORE 600411,"1.31902239271028,103.746691863405",QIFA PRIMARY SCHOOL,"1.31325113867272,103.756743261958",2391,"1.28393326234538,103.851463066212",35.31666667,JEM,2072,JURONG EAST MRT STATION (EW24 / NS1),2093,411 PANDAN GDNS
411 PASIR RIS DRIVE 6 SINGAPORE 510411,"1.37250231968128,103.95436666146",CASUARINA PRIMARY SCHOOL,"1.37246063927999,103.957020286115",476,"1.28393326234538,103.851463066212",39.3,DOWNTOWN EAST,652,PASIR RIS MRT STATION (EW1),1011,411 PASIR RIS DR 6
411 SAUJANA ROAD SINGAPORE 670411,"1.38310056220431,103.767566027315",GREENRIDGE PRIMARY SCHOOL,"1.3858892193692,103.767794469258",441,"1.28393326234538,103.851463066212",44.6,GREENRIDGE SHOPPING CENTRE,452,BUKIT PANJANG MRT STATION (DT1),1244,411 SAUJANA RD
411 SEMBAWANG DRIVE SINGAPORE 750411,"1.45219746411589,103.817932344079",ENDEAVOUR PRIMARY SCHOOL,"1.45403837499301,103.817436231731",497,"1.28393326234538,103.851463066212",45.91666667,SUN PLAZA,711,SEMBAWANG MRT STATION (NS11),648,411 SEMBAWANG DR
411 SERANGOON CENTRAL SINGAPORE 550411,"1.34845728580359,103.873946828694",YANGZHENG PRIMARY SCHOOL,"1.34864575840923,103.868595527042",1018,"1.28393326234538,103.851463066212",20.8,NEX,463,SERANGOON MRT STATION (CC13),378,411 SERANGOON CTRL
SUN PLAZA VIEW,"1.3591201098526,103.946269422122",TAMPINES NORTH PRIMARY SCHOOL,"1.36047641484682,103.948725782833",533,"1.28393326234538,103.851463066212",37.4,TAMPINES MALL,904,TAMPINES EAST MRT STATION (DT33),1242,411 TAMPINES ST 41
411 WOODLANDS STREET 41 SINGAPORE 730411,"1.42851421590436,103.772819923302",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",826,"1.28393326234538,103.851463066212",55.35,MARSILING MALL HAWKER CENTRE,1254,MARSILING MRT STATION (NS8),673,411 WOODLANDS ST 41
411 YISHUN RING ROAD SINGAPORE 760411,"1.42574178895795,103.847404279075",NORTH VIEW PRIMARY SCHOOL,"1.42752327193727,103.848190787869",357,"1.28393326234538,103.851463066212",42.76666667,WISTERIA MALL,1401,YISHUN MRT STATION (NS13),1958,411 YISHUN RING RD
CORAL SPRING,"1.39054817088696,103.876908514512",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",380,"1.28393326234538,103.851463066212",35.51666667,THE SELETAR MALL,313,BUANGKOK MRT STATION (NE15),2549,411A FERNVALE RD
CORAL SPRING,"1.39016261835765,103.877056202025",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",464,"1.28393326234538,103.851463066212",36.01666667,THE SELETAR MALL,398,BUANGKOK MRT STATION (NE15),2587,411B FERNVALE RD
TECK GHEE HEARTLANDS,"1.36385512178453,103.855287998999",TOWNSVILLE PRIMARY SCHOOL,"1.36003263746623,103.853826048327",687,"1.28393326234538,103.851463066212",31.48333333,AMK HUB,1167,ANG MO KIO MRT STATION (NS16),1063,412 ANG MO KIO AVE 10
412 BEDOK NORTH AVENUE 2 SINGAPORE 460412,"1.32929126082802,103.931090689284",FENGSHAN PRIMARY SCHOOL,"1.32980598760785,103.931710293058",107,"1.28393326234538,103.851463066212",22.21666667,DJITSUN MALL BEDOK,526,BEDOK RESERVOIR MRT STATION (DT30),1234,412 BEDOK NTH AVE 2
412 COMMONWEALTH AVENUE WEST SINGAPORE 120412,"1.31090863920106,103.77066433167",PEI TONG PRIMARY SCHOOL,"1.31619786415976,103.767599818844",1041,"1.28393326234538,103.851463066212",23.93333333,321 CLEMENTI,889,CLEMENTI MRT STATION (EW23),938,412 C'WEALTH AVE WEST
412 CHOA CHU KANG AVENUE 3 SINGAPORE 680412,"1.38180972459048,103.742381573149",SOUTH VIEW PRIMARY SCHOOL,"1.38166664389749,103.746275846011",541,"1.28393326234538,103.851463066212",42.86666667,"LOT ONE, SHOPPERS' MALL",574,CHOA CHU KANG MRT STATION (NS4),602,412 CHOA CHU KANG AVE 3
412 EUNOS ROAD 5 SINGAPORE 400412,"1.31831563774111,103.899024728378",HAIG GIRLS' SCHOOL,"1.31194344271383,103.902902557195",1049,"1.28393326234538,103.851463066212",19,SINGAPORE POST CENTRE,745,EUNOS MRT STATION (EW7),597,412 EUNOS RD 5
HARMONY VIEW,"1.374704823057,103.895365669184",CHIJ OUR LADY OF THE NATIVITY,"1.37330297140128,103.897575728303",740,"1.28393326234538,103.851463066212",32.11666667,HOUGANG MALL,334,HOUGANG MRT STATION (NE14),828,412 HOUGANG AVE 10
412 JURONG WEST STREET 42 SINGAPORE 640412,"1.35325102149052,103.726140256506",SHUQUN PRIMARY SCHOOL,"1.34765311431632,103.721523713379",1285,"1.28393326234538,103.851463066212",40.41666667,BOON LAY SHOPPING CENTRE,2116,LAKESIDE MRT STATION (EW26),1783,412 JURONG WEST ST 42
412 PANDAN GARDENS SINGAPORE 600412,"1.31962057942712,103.747111361741",QIFA PRIMARY SCHOOL,"1.31325113867272,103.756743261958",2457,"1.28393326234538,103.851463066212",32.6,JEM,1973,JURONG EAST MRT STATION (EW24 / NS1),1994,412 PANDAN GDNS
412 PASIR RIS DRIVE 6 SINGAPORE 510412,"1.37338314330641,103.955097085831",CASUARINA PRIMARY SCHOOL,"1.37246063927999,103.957020286115",415,"1.28393326234538,103.851463066212",38.21666667,DOWNTOWN EAST,587,PASIR RIS MRT STATION (EW1),1025,412 PASIR RIS DR 6
412 SAUJANA ROAD SINGAPORE 670412,"1.38289762281394,103.768275120432",GREENRIDGE PRIMARY SCHOOL,"1.3858892193692,103.767794469258",463,"1.28393326234538,103.851463066212",43.35,FAJAR SHOPPING CENTRE,481,BUKIT PANJANG MRT STATION (DT1),1301,412 SAUJANA RD
412 SEMBAWANG DRIVE SINGAPORE 750412,"1.45189061357974,103.818160670565",ENDEAVOUR PRIMARY SCHOOL,"1.45403837499301,103.817436231731",529,"1.28393326234538,103.851463066212",45.4,SUN PLAZA,691,SEMBAWANG MRT STATION (NS11),628,412 SEMBAWANG DR
412 SERANGOON CENTRAL SINGAPORE 550412,"1.34847174655036,103.873273380692",YANGZHENG PRIMARY SCHOOL,"1.34864575840923,103.868595527042",891,"1.28393326234538,103.851463066212",18.96666667,NEX,480,SERANGOON MRT STATION (CC13),395,412 SERANGOON CTRL
SUN PLAZA VIEW,"1.35942515409494,103.946270465728",TAMPINES NORTH PRIMARY SCHOOL,"1.36047641484682,103.948725782833",547,"1.28393326234538,103.851463066212",38.01666667,TAMPINES MALL,941,TAMPINES EAST MRT STATION (DT33),1274,412 TAMPINES ST 41
412 WOODLANDS STREET 41 SINGAPORE 730412,"1.42814010815124,103.772821890569",MARSILING PRIMARY SCHOOL,"1.43383904037059,103.773643013846",914,"1.28393326234538,103.851463066212",56.71666667,MARSILING MALL HAWKER CENTRE,1338,MARSILING MRT STATION (NS8),761,412 WOODLANDS ST 41
412 YISHUN RING ROAD SINGAPORE 760412,"1.4255314450295,103.84696192053",NORTH VIEW PRIMARY SCHOOL,"1.42752327193727,103.848190787869",376,"1.28393326234538,103.851463066212",40.66666667,WISTERIA MALL,1297,YISHUN MRT STATION (NS13),1870,412 YISHUN RING RD
CORAL VALE,"1.38923123641708,103.877906058862",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",592,"1.28393326234538,103.851463066212",37.83333333,THE SELETAR MALL,525,BUANGKOK MRT STATION (NE15),2670,412A FERNVALE LINK
CORAL VALE,"1.38972509794045,103.877958882809",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",587,"1.28393326234538,103.851463066212",37.66666667,THE SELETAR MALL,520,BUANGKOK MRT STATION (NE15),2627,412B FERNVALE LINK
TECK GHEE HEARTLANDS,"1.36352581163205,103.853675347126",TECK GHEE PRIMARY SCHOOL,"1.36558782075966,103.850957126982",496,"1.28393326234538,103.851463066212",26.75,AMK HUB,1029,ANG MO KIO MRT STATION (NS16),924,413 ANG MO KIO AVE 10
413 BEDOK NORTH AVENUE 2 SINGAPORE 460413,"1.33030163704738,103.931086166936",FENGSHAN PRIMARY SCHOOL,"1.32980598760785,103.931710293058",101,"1.28393326234538,103.851463066212",27.05,DJITSUN MALL BEDOK,657,BEDOK RESERVOIR MRT STATION (DT30),1099,413 BEDOK NTH AVE 2
413 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650413,"1.36356572674155,103.746596967526",SAINT ANTHONY'S PRIMARY SCHOOL,"1.36411948475833,103.749251919049",440,"1.28393326234538,103.851463066212",38.58333333,WEST MALL,1783,BUKIT GOMBAK MRT STATION (NS3),1033,413 BT BATOK WEST AVE 4
413 COMMONWEALTH AVENUE WEST SINGAPORE 120413,"1.31134730442536,103.771097378247",PEI TONG PRIMARY SCHOOL,"1.31619786415976,103.767599818844",1050,"1.28393326234538,103.851463066212",23.96666667,321 CLEMENTI,898,CLEMENTI MRT STATION (EW23),947,413 C'WEALTH AVE WEST
413 CHOA CHU KANG AVENUE 3 SINGAPORE 680413,"1.38132792158886,103.742568460559",CHUA CHU KANG PRIMARY SCHOOL,"1.37775890093367,103.741832917421",565,"1.28393326234538,103.851463066212",42.95,KEAT HONG SHOPPING CENTRE,670,CHOA CHU KANG MRT STATION (NS4),624,413 CHOA CHU KANG AVE 3
413 EUNOS ROAD 5 SINGAPORE 400413,"1.31851757833444,103.898787544418",HAIG GIRLS' SCHOOL,"1.31194344271383,103.902902557195",1108,"1.28393326234538,103.851463066212",19.73333333,SINGAPORE POST CENTRE,752,EUNOS MRT STATION (EW7),656,413 EUNOS RD 5
HARMONY VIEW,"1.37450179829607,103.895709633695",CHIJ OUR LADY OF THE NATIVITY,"1.37330297140128,103.897575728303",662,"1.28393326234538,103.851463066212",31.8,HOUGANG MALL,372,HOUGANG MRT STATION (NE14),866,413 HOUGANG AVE 10
413 JURONG WEST STREET 42 SINGAPORE 640413,"1.35327579127819,103.725111457509",SHUQUN PRIMARY SCHOOL,"1.34765311431632,103.721523713379",1289,"1.28393326234538,103.851463066212",40.55,BOON LAY SHOPPING CENTRE,2084,LAKESIDE MRT STATION (EW26),1787,413 JURONG WEST ST 42
413 PANDAN GARDENS SINGAPORE 600413,"1.31951010175214,103.747947223669",QIFA PRIMARY SCHOOL,"1.31325113867272,103.756743261958",2360,"1.28393326234538,103.851463066212",34.08333333,JEM,2057,JURONG EAST MRT STATION (EW24 / NS1),2077,413 PANDAN GDNS
413 PASIR RIS DRIVE 6 SINGAPORE 510413,"1.37268850051357,103.955507049257",CASUARINA PRIMARY SCHOOL,"1.37246063927999,103.957020286115",352,"1.28393326234538,103.851463066212",38.96666667,DOWNTOWN EAST,647,PASIR RIS MRT STATION (EW1),1132,413 PASIR RIS DR 6
413 SAUJANA ROAD SINGAPORE 670413,"1.3823035279606,103.768801155885",ZHENGHUA PRIMARY SCHOOL,"1.37954887512229,103.769313521752",435,"1.28393326234538,103.851463066212",47.18333333,FAJAR SHOPPING CENTRE,418,BUKIT PANJANG MRT STATION (DT1),1296,413 SAUJANA RD
413 SEMBAWANG DRIVE SINGAPORE 750413,"1.45177042242752,103.817947511696",CANBERRA PRIMARY SCHOOL,"1.45125024371543,103.815858858929",435,"1.28393326234538,103.851463066212",44.76666667,SUN PLAZA,651,SEMBAWANG MRT STATION (NS11),588,413 SEMBAWANG DR
413 SERANGOON CENTRAL SINGAPORE 550413,"1.34914801025152,103.873853061746",YANGZHENG PRIMARY SCHOOL,"1.34864575840923,103.868595527042",994,"1.28393326234538,103.851463066212",19.41666667,NEX,377,SERANGOON MRT STATION (CC13),292,413 SERANGOON CTRL
SUN PLAZA VIEW,"1.35945906604301,103.94557471094",TAMPINES NORTH PRIMARY SCHOOL,"1.36047641484682,103.948725782833",597,"1.28393326234538,103.851463066212",39.31666667,TAMPINES MALL,1041,TAMPINES EAST MRT STATION (DT33),1379,413 TAMPINES ST 41
413 WOODLANDS STREET 41 SINGAPORE 730413,"1.42777471473111,103.772774411973",FUCHUN PRIMARY SCHOOL,"1.43047990810126,103.778192944298",873,"1.28393326234538,103.851463066212",55.33333333,MARSILING MALL HAWKER CENTRE,1353,MARSILING MRT STATION (NS8),793,413 WOODLANDS ST 41
DBS YISHUN RING ROAD 1,"1.42496767244191,103.846466267222",HUAMIN PRIMARY SCHOOL,"1.42697284512936,103.844240226564",525,"1.28393326234538,103.851463066212",39.81666667,WISTERIA MALL,1205,YISHUN MRT STATION (NS13),1779,413 YISHUN RING RD
CORAL VALE,"1.38930680618338,103.878729319261",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",698,"1.28393326234538,103.851463066212",39.35,THE SELETAR MALL,632,BUANGKOK MRT STATION (NE15),2564,413A FERNVALE LINK
CORAL VALE,"1.38971066595273,103.878686138516",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",663,"1.28393326234538,103.851463066212",38.75,THE SELETAR MALL,596,BUANGKOK MRT STATION (NE15),2529,413B FERNVALE LINK
TECK GHEE HEARTLANDS,"1.36390466431674,103.853913839503",TECK GHEE PRIMARY SCHOOL,"1.36558782075966,103.850957126982",496,"1.28393326234538,103.851463066212",26.73333333,AMK HUB,1029,ANG MO KIO MRT STATION (NS16),924,414 ANG MO KIO AVE 10
GARDEN HILL,"1.33004344242587,103.929931844469",FENGSHAN PRIMARY SCHOOL,"1.32980598760785,103.931710293058",307,"1.28393326234538,103.851463066212",24.81666667,DJITSUN MALL BEDOK,588,BEDOK RESERVOIR MRT STATION (DT30),1287,414 BEDOK NTH AVE 2
414 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650414,"1.36357610603461,103.74597741135",SAINT ANTHONY'S PRIMARY SCHOOL,"1.36411948475833,103.749251919049",500,"1.28393326234538,103.851463066212",39.68333333,KEAT HONG SHOPPING CENTRE,2203,BUKIT GOMBAK MRT STATION (NS3),1101,414 BT BATOK WEST AVE 4
414 COMMONWEALTH AVENUE WEST SINGAPORE 120414,"1.31158107279643,103.771625045985",PEI TONG PRIMARY SCHOOL,"1.31619786415976,103.767599818844",1089,"1.28393326234538,103.851463066212",24.65,321 CLEMENTI,937,DOVER MRT STATION (EW22),895,414 C'WEALTH AVE WEST
414 CHOA CHU KANG AVENUE 4 SINGAPORE 680414,"1.38216660471552,103.742248296899",SOUTH VIEW PRIMARY SCHOOL,"1.38166664389749,103.746275846011",582,"1.28393326234538,103.851463066212",42.6,"LOT ONE, SHOPPERS' MALL",560,CHOA CHU KANG MRT STATION (NS4),588,414 CHOA CHU KANG AVE 4
414 EUNOS ROAD 5 SINGAPORE 400414,"1.31811559287301,103.898220673165",HAIG GIRLS' SCHOOL,"1.31194344271383,103.902902557195",1137,"1.28393326234538,103.851463066212",17.61666667,SINGAPORE POST CENTRE,643,EUNOS MRT STATION (EW7),684,414 EUNOS RD 5
HARMONY VIEW,"1.37490432858877,103.895995982843",CHIJ OUR LADY OF THE NATIVITY,"1.37330297140128,103.897575728303",677,"1.28393326234538,103.851463066212",30.58333333,HOUGANG MALL,433,HOUGANG MRT STATION (NE14),928,414 HOUGANG AVE 10
414 JURONG WEST STREET 42 SINGAPORE 640414,"1.35281998847227,103.726034867574",SHUQUN PRIMARY SCHOOL,"1.34765311431632,103.721523713379",1266,"1.28393326234538,103.851463066212",40,BOON LAY SHOPPING CENTRE,2097,LAKESIDE MRT STATION (EW26),1754,414 JURONG WEST ST 42
414 PANDAN GARDENS SINGAPORE 600414,"1.32008314222894,103.747247313974",QIFA PRIMARY SCHOOL,"1.31325113867272,103.756743261958",2494,"1.28393326234538,103.851463066212",31.95,JEM,1923,JURONG EAST MRT STATION (EW24 / NS1),1944,414 PANDAN GDNS
414 PASIR RIS DRIVE 6 SINGAPORE 510414,"1.37244558096567,103.956149923828",CASUARINA PRIMARY SCHOOL,"1.37246063927999,103.957020286115",171,"1.28393326234538,103.851463066212",38.48333333,DOWNTOWN EAST,609,PASIR RIS MRT STATION (EW1),1281,414 PASIR RIS DR 6
414 SAUJANA ROAD SINGAPORE 670414,"1.38273377745725,103.76905568204",ZHENGHUA PRIMARY SCHOOL,"1.37954887512229,103.769313521752",457,"1.28393326234538,103.851463066212",47.56666667,FAJAR SHOPPING CENTRE,367,BUKIT PANJANG MRT STATION (DT1),1318,414 SAUJANA RD
414 SEMBAWANG DRIVE SINGAPORE 750414,"1.45132454894718,103.818031195261",CANBERRA PRIMARY SCHOOL,"1.45125024371543,103.815858858929",375,"1.28393326234538,103.851463066212",44.1,SUN PLAZA,591,SEMBAWANG MRT STATION (NS11),528,414 SEMBAWANG DR
414 SERANGOON CENTRAL SINGAPORE 550414,"1.34880894396479,103.874405968198",YANGZHENG PRIMARY SCHOOL,"1.34864575840923,103.868595527042",1043,"1.28393326234538,103.851463066212",19.96666667,NEX,416,SERANGOON MRT STATION (CC13),331,414 SERANGOON CTRL
SUN PLAZA VIEW,"1.35981195619451,103.946549508112",TAMPINES NORTH PRIMARY SCHOOL,"1.36047641484682,103.948725782833",466,"1.28393326234538,103.851463066212",39.15,TAMPINES MALL,1022,TAMPINES EAST MRT STATION (DT33),1265,414 TAMPINES ST 41
414 WOODLANDS STREET 41 SINGAPORE 730414,"1.42790632290388,103.773387862138",FUCHUN PRIMARY SCHOOL,"1.43047990810126,103.778192944298",793,"1.28393326234538,103.851463066212",55.2,MARSILING MALL HAWKER CENTRE,1273,MARSILING MRT STATION (NS8),738,414 WOODLANDS ST 41
FERNVALE RIVERBOW,"1.38958310807082,103.87947708432",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",856,"1.28393326234538,103.851463066212",38.93333333,THE SELETAR MALL,789,BUANGKOK MRT STATION (NE15),2504,414A FERNVALE LINK
FERNVALE RIVERBOW,"1.39001961783905,103.879574314696",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",852,"1.28393326234538,103.851463066212",38.8,THE SELETAR MALL,785,BUANGKOK MRT STATION (NE15),2500,414B FERNVALE LINK
TECK GHEE HEARTLANDS,"1.36445336562983,103.853655231224",TECK GHEE PRIMARY SCHOOL,"1.36558782075966,103.850957126982",438,"1.28393326234538,103.851463066212",26.01666667,AMK HUB,971,ANG MO KIO MRT STATION (NS16),867,415 ANG MO KIO AVE 10
GARDEN HILL,"1.32964999532963,103.930260606366",FENGSHAN PRIMARY SCHOOL,"1.32980598760785,103.931710293058",238,"1.28393326234538,103.851463066212",26.73333333,DJITSUN MALL BEDOK,552,BEDOK RESERVOIR MRT STATION (DT30),1302,415 BEDOK NTH AVE 2
415 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650415,"1.36326877890118,103.746610701623",SAINT ANTHONY'S PRIMARY SCHOOL,"1.36411948475833,103.749251919049",446,"1.28393326234538,103.851463066212",38.66666667,WEST MALL,1758,BUKIT GOMBAK MRT STATION (NS3),1008,415 BT BATOK WEST AVE 4
415 COMMONWEALTH AVENUE WEST SINGAPORE 120415,"1.31098804719696,103.771585053355",PEI TONG PRIMARY SCHOOL,"1.31619786415976,103.767599818844",1154,"1.28393326234538,103.851463066212",25.56666667,321 CLEMENTI,1002,DOVER MRT STATION (EW22),969,415 C'WEALTH AVE WEST
415 CHOA CHU KANG AVENUE 4 SINGAPORE 680415,"1.38274610888732,103.742446143166",SOUTH VIEW PRIMARY SCHOOL,"1.38166664389749,103.746275846011",541,"1.28393326234538,103.851463066212",41.1,"LOT ONE, SHOPPERS' MALL",462,CHOA CHU KANG MRT STATION (NS4),490,415 CHOA CHU KANG AVE 4
415 EUNOS ROAD 5 SINGAPORE 400415,"1.31822661859534,103.897854941374",HAIG GIRLS' SCHOOL,"1.31194344271383,103.902902557195",1183,"1.28393326234538,103.851463066212",18.51666667,SINGAPORE POST CENTRE,611,EUNOS MRT STATION (EW7),743,415 EUNOS RD 5
HARMONY VIEW,"1.37517507468581,103.896537715818",CHIJ OUR LADY OF THE NATIVITY,"1.37330297140128,103.897575728303",657,"1.28393326234538,103.851463066212",30.13333333,HOUGANG MALL,512,HOUGANG MRT STATION (NE14),1006,415 HOUGANG AVE 10
415 JURONG WEST STREET 42 SINGAPORE 640415,"1.35282431865817,103.724982266808",SHUQUN PRIMARY SCHOOL,"1.34765311431632,103.721523713379",1225,"1.28393326234538,103.851463066212",39.46666667,BOON LAY SHOPPING CENTRE,2012,LAKESIDE MRT STATION (EW26),1723,415 JURONG WEST ST 42
415 PANDAN GARDENS SINGAPORE 600415,"1.32076543342048,103.748258626828",QIFA PRIMARY SCHOOL,"1.31325113867272,103.756743261958",2664,"1.28393326234538,103.851463066212",39.86666667,JEM,2478,JURONG EAST MRT STATION (EW24 / NS1),2499,415 PANDAN GDNS
415 PASIR RIS DRIVE 6 SINGAPORE 510415,"1.3719536014019,103.956353802014",CASUARINA PRIMARY SCHOOL,"1.37246063927999,103.957020286115",213,"1.28393326234538,103.851463066212",38.95,DOWNTOWN EAST,651,PASIR RIS MRT STATION (EW1),1325,415 PASIR RIS DR 6
415 SAUJANA ROAD SINGAPORE 670415,"1.38335905386749,103.768931967946",GREENRIDGE PRIMARY SCHOOL,"1.3858892193692,103.767794469258",413,"1.28393326234538,103.851463066212",41.41666667,FAJAR SHOPPING CENTRE,351,BUKIT PANJANG MRT STATION (DT1),1403,415 SAUJANA RD
415 SEMBAWANG DRIVE SINGAPORE 750415,"1.45162631706751,103.81857298042",ENDEAVOUR PRIMARY SCHOOL,"1.45403837499301,103.817436231731",565,"1.28393326234538,103.851463066212",44.75,SUN PLAZA,663,SEMBAWANG MRT STATION (NS11),597,415 SEMBAWANG DR
415 SERANGOON CENTRAL SINGAPORE 550415,"1.34979652655763,103.874499574976",YANGZHENG PRIMARY SCHOOL,"1.34864575840923,103.868595527042",1042,"1.28393326234538,103.851463066212",20.25,NEX,415,SERANGOON MRT STATION (CC13),331,415 SERANGOON CTRL
SUN PLAZA VIEW,"1.3594587451825,103.946965691919",TAMPINES NORTH PRIMARY SCHOOL,"1.36047641484682,103.948725782833",487,"1.28393326234538,103.851463066212",38.91666667,TAMPINES MALL,1013,TAMPINES EAST MRT STATION (DT33),1209,415 TAMPINES ST 41
415 WOODLANDS STREET 41 SINGAPORE 730415,"1.42790621947847,103.774008312859",FUCHUN PRIMARY SCHOOL,"1.43047990810126,103.778192944298",758,"1.28393326234538,103.851463066212",56.55,MARSILING MALL HAWKER CENTRE,1243,MARSILING MRT STATION (NS8),756,415 WOODLANDS ST 41
415 YISHUN AVENUE 11 SINGAPORE 760415,"1.42444263730394,103.845870092641",HUAMIN PRIMARY SCHOOL,"1.42697284512936,103.844240226564",518,"1.28393326234538,103.851463066212",40.21666667,WISTERIA MALL,1124,YISHUN MRT STATION (NS13),1726,415 YISHUN AVE 11
FERNVALE RIVERBOW,"1.3890450841015,103.879415312113",FERNVALE PRIMARY SCHOOL,"1.39030227963797,103.874445458032",961,"1.28393326234538,103.851463066212",40.66666667,THE SELETAR MALL,894,BUANGKOK MRT STATION (NE15),2609,415A FERNVALE LINK
